Country Name,Indicator Name,Year,Value
United Kingdom,Total natural resources rents (% of GDP),2013,0.763035963
United States,Agricultural raw materials imports (% of merchandise imports),2013,0.984262381
United States,Agricultural raw materials exports (% of merchandise exports),2013,2.39135512
United States,Gross savings (% of GDP),2013,19.08889953
United States,Total natural resources rents (% of GDP),2013,0.759413201
Uruguay,Agricultural raw materials imports (% of merchandise imports),2013,2.127613318
Uruguay,Agricultural raw materials exports (% of merchandise exports),2013,8.87518885
Uruguay,Gross savings (% of GDP),2013,14.22385569
Uruguay,Total natural resources rents (% of GDP),2013,1.236370981
Uzbekistan,Agricultural raw materials imports (% of merchandise imports),2013,0
Uzbekistan,Agricultural raw materials exports (% of merchandise exports),2013,0
Uzbekistan,Gross savings (% of GDP),2013,29.48800894
Uzbekistan,Total natural resources rents (% of GDP),2013,17.11565011
Vanuatu,Agricultural raw materials imports (% of merchandise imports),2013,0
Vanuatu,Agricultural raw materials exports (% of merchandise exports),2013,0
Vanuatu,Gross savings (% of GDP),2013,19.24254598
Vanuatu,Total natural resources rents (% of GDP),2013,0.70665653
"Venezuela, RB",Agricultural raw materials imports (% of merchandise imports),2013,0.848996357
"Venezuela, RB",Agricultural raw materials exports (% of merchandise exports),2013,0.018368056
"Venezuela, RB",Gross savings (% of GDP),2013,19.02767037
"Venezuela, RB",Total natural resources rents (% of GDP),2013,17.21630486
Vietnam,Agricultural raw materials imports (% of merchandise imports),2013,3.290193571
Vietnam,Agricultural raw materials exports (% of merchandise exports),2013,3.197090721
Vietnam,Gross savings (% of GDP),2013,29.63653299
Vietnam,Total natural resources rents (% of GDP),2013,8.335873671
Virgin Islands (U.S.),Agricultural raw materials imports (% of merchandise imports),2013,0
Virgin Islands (U.S.),Agricultural raw materials exports (% of merchandise exports),2013,0
Virgin Islands (U.S.),Gross savings (% of GDP),2013,0
Virgin Islands (U.S.),Total natural resources rents (% of GDP),2013,0
West Bank and Gaza,Agricultural raw materials imports (% of merchandise imports),2013,0.44248857
West Bank and Gaza,Agricultural raw materials exports (% of merchandise exports),2013,9.276070618
West Bank and Gaza,Gross savings (% of GDP),2013,7.34119643
West Bank and Gaza,Total natural resources rents (% of GDP),2013,0
"Yemen, Rep.",Agricultural raw materials imports (% of merchandise imports),2013,0.888951627
"Yemen, Rep.",Agricultural raw materials exports (% of merchandise exports),2013,0.158565277
"Yemen, Rep.",Gross savings (% of GDP),2013,0
"Yemen, Rep.",Total natural resources rents (% of GDP),2013,13.64199449
Zambia,Agricultural raw materials imports (% of merchandise imports),2013,0.528556095
Zambia,Agricultural raw materials exports (% of merchandise exports),2013,1.914280256
Zambia,Gross savings (% of GDP),2013,32.9503766
Zambia,Total natural resources rents (% of GDP),2013,11.96607648
Zimbabwe,Agricultural raw materials imports (% of merchandise imports),2013,0.39805315
Zimbabwe,Agricultural raw materials exports (% of merchandise exports),2013,4.516479134
Zimbabwe,Gross savings (% of GDP),2013,2.793611591
Zimbabwe,Total natural resources rents (% of GDP),2013,5.018301046
Africa Eastern and Southern,Agricultural raw materials imports (% of merchandise imports),2013,0.903474341
Africa Eastern and Southern,Agricultural raw materials exports (% of merchandise exports),2013,2.060577001
Africa Eastern and Southern,Gross savings (% of GDP),2013,19.08367195
Africa Eastern and Southern,Total natural resources rents (% of GDP),2013,10.7729013
Africa Western and Central,Agricultural raw materials imports (% of merchandise imports),2013,1.68329654
Africa Western and Central,Agricultural raw materials exports (% of merchandise exports),2013,5.199305736
Africa Western and Central,Gross savings (% of GDP),2013,18.04748411
Africa Western and Central,Total natural resources rents (% of GDP),2013,13.55988792
Arab World,Agricultural raw materials imports (% of merchandise imports),2013,0.844753967
Arab World,Agricultural raw materials exports (% of merchandise exports),2013,0.140725201
Arab World,Gross savings (% of GDP),2013,37.8213929
Arab World,Total natural resources rents (% of GDP),2013,32.30236193
Caribbean small states,Agricultural raw materials imports (% of merchandise imports),2013,0.723380907
Caribbean small states,Agricultural raw materials exports (% of merchandise exports),2013,0.338233501
Caribbean small states,Gross savings (% of GDP),2013,0
Caribbean small states,Total natural resources rents (% of GDP),2013,8.17658426
Central Europe and the Baltics,Agricultural raw materials imports (% of merchandise imports),2013,1.613573873
Central Europe and the Baltics,Agricultural raw materials exports (% of merchandise exports),2013,1.707686721
Central Europe and the Baltics,Gross savings (% of GDP),2013,21.21786842
Central Europe and the Baltics,Total natural resources rents (% of GDP),2013,0.905680864
Early-demographic dividend,Agricultural raw materials imports (% of merchandise imports),2013,1.61319764
Early-demographic dividend,Agricultural raw materials exports (% of merchandise exports),2013,1.511031004
Early-demographic dividend,Gross savings (% of GDP),2013,27.41031621
Early-demographic dividend,Total natural resources rents (% of GDP),2013,9.727383658
East Asia & Pacific,Agricultural raw materials imports (% of merchandise imports),2013,2.204543827
East Asia & Pacific,Agricultural raw materials exports (% of merchandise exports),2013,1.290937679
East Asia & Pacific,Gross savings (% of GDP),2013,37.6293884
East Asia & Pacific,Total natural resources rents (% of GDP),2013,2.341391972
East Asia & Pacific (excluding high income),Agricultural raw materials imports (% of merchandise imports),2013,3.198431864
East Asia & Pacific (excluding high income),Agricultural raw materials exports (% of merchandise exports),2013,1.352801379
East Asia & Pacific (excluding high income),Gross savings (% of GDP),2013,44.55366563
East Asia & Pacific (excluding high income),Total natural resources rents (% of GDP),2013,3.448646557
East Asia & Pacific (IDA & IBRD countries),Agricultural raw materials imports (% of merchandise imports),2013,3.198296123
East Asia & Pacific (IDA & IBRD countries),Agricultural raw materials exports (% of merchandise exports),2013,1.352801379
East Asia & Pacific (IDA & IBRD countries),Gross savings (% of GDP),2013,44.55366563
East Asia & Pacific (IDA & IBRD countries),Total natural resources rents (% of GDP),2013,3.448796151
Euro area,Agricultural raw materials imports (% of merchandise imports),2013,1.563642144
Euro area,Agricultural raw materials exports (% of merchandise exports),2013,1.417578295
Euro area,Gross savings (% of GDP),2013,22.54226712
Euro area,Total natural resources rents (% of GDP),2013,0.188506601
Europe & Central Asia,Agricultural raw materials imports (% of merchandise imports),2013,1.480965405
Europe & Central Asia,Agricultural raw materials exports (% of merchandise exports),2013,1.370635968
Europe & Central Asia,Gross savings (% of GDP),2013,22.27058177
Europe & Central Asia,Total natural resources rents (% of GDP),2013,2.265177649
Europe & Central Asia (excluding high income),Agricultural raw materials imports (% of merchandise imports),2013,1.531700341
Europe & Central Asia (excluding high income),Agricultural raw materials exports (% of merchandise exports),2013,1.405080393
Europe & Central Asia (excluding high income),Gross savings (% of GDP),2013,24.07353759
Europe & Central Asia (excluding high income),Total natural resources rents (% of GDP),2013,9.781665148
Europe & Central Asia (IDA & IBRD countries),Agricultural raw materials imports (% of merchandise imports),2013,1.581150844
Europe & Central Asia (IDA & IBRD countries),Agricultural raw materials exports (% of merchandise exports),2013,1.44623048
Europe & Central Asia (IDA & IBRD countries),Gross savings (% of GDP),2013,23.1576124
Europe & Central Asia (IDA & IBRD countries),Total natural resources rents (% of GDP),2013,8.747787113
European Union,Agricultural raw materials imports (% of merchandise imports),2013,1.573419674
European Union,Agricultural raw materials exports (% of merchandise exports),2013,1.535520216
European Union,Gross savings (% of GDP),2013,22.71067907
European Union,Total natural resources rents (% of GDP),2013,0.281080614
Fragile and conflict affected situations,Agricultural raw materials imports (% of merchandise imports),2013,0
Fragile and conflict affected situations,Agricultural raw materials exports (% of merchandise exports),2013,2.206656779
Fragile and conflict affected situations,Gross savings (% of GDP),2013,23.51828465
Fragile and conflict affected situations,Total natural resources rents (% of GDP),2013,19.3199852
Heavily indebted poor countries (HIPC),Agricultural raw materials imports (% of merchandise imports),2013,0.857747866
Heavily indebted poor countries (HIPC),Agricultural raw materials exports (% of merchandise exports),2013,5.035867422
Heavily indebted poor countries (HIPC),Gross savings (% of GDP),2013,18.60467996
Heavily indebted poor countries (HIPC),Total natural resources rents (% of GDP),2013,10.70187853
High income,Agricultural raw materials imports (% of merchandise imports),2013,1.215370444
High income,Agricultural raw materials exports (% of merchandise exports),2013,1.523036423
High income,Gross savings (% of GDP),2013,22.57092833
High income,Total natural resources rents (% of GDP),2013,2.094599965
IBRD only,Agricultural raw materials imports (% of merchandise imports),2013,2.268866728
IBRD only,Agricultural raw materials exports (% of merchandise exports),2013,1.453775692
IBRD only,Gross savings (% of GDP),2013,33.95020632
IBRD only,Total natural resources rents (% of GDP),2013,6.22755483
IDA & IBRD total,Agricultural raw materials imports (% of merchandise imports),2013,2.279687816
IDA & IBRD total,Agricultural raw materials exports (% of merchandise exports),2013,1.562421285
IDA & IBRD total,Gross savings (% of GDP),2013,33.09693579
IDA & IBRD total,Total natural resources rents (% of GDP),2013,6.413718219
IDA blend,Agricultural raw materials imports (% of merchandise imports),2013,2.69929115
IDA blend,Agricultural raw materials exports (% of merchandise exports),2013,3.953162038
IDA blend,Gross savings (% of GDP),2013,18.65188316
IDA blend,Total natural resources rents (% of GDP),2013,9.944569165
IDA only,Agricultural raw materials imports (% of merchandise imports),2013,2.279229333
IDA only,Agricultural raw materials exports (% of merchandise exports),2013,4.52284398
IDA only,Gross savings (% of GDP),2013,23.83096934
IDA only,Total natural resources rents (% of GDP),2013,8.050765907
IDA total,Agricultural raw materials imports (% of merchandise imports),2013,2.440467672
IDA total,Agricultural raw materials exports (% of merchandise exports),2013,4.277752981
IDA total,Gross savings (% of GDP),2013,21.09487779
IDA total,Total natural resources rents (% of GDP),2013,9.027303883
Late-demographic dividend,Agricultural raw materials imports (% of merchandise imports),2013,2.397685276
Late-demographic dividend,Agricultural raw materials exports (% of merchandise exports),2013,1.263790921
Late-demographic dividend,Gross savings (% of GDP),2013,37.54686825
Late-demographic dividend,Total natural resources rents (% of GDP),2013,6.353503205
Latin America & Caribbean,Agricultural raw materials imports (% of merchandise imports),2013,0.986199186
Latin America & Caribbean,Agricultural raw materials exports (% of merchandise exports),2013,1.814277418
Latin America & Caribbean,Gross savings (% of GDP),2013,18.67913273
Latin America & Caribbean,Total natural resources rents (% of GDP),2013,5.34870761
Latin America & Caribbean (excluding high income),Agricultural raw materials imports (% of merchandise imports),2013,1.009649167
Latin America & Caribbean (excluding high income),Agricultural raw materials exports (% of merchandise exports),2013,1.504167593
Latin America & Caribbean (excluding high income),Gross savings (% of GDP),2013,18.62069403
Latin America & Caribbean (excluding high income),Total natural resources rents (% of GDP),2013,4.547318969
Latin America & the Caribbean (IDA & IBRD countries),Agricultural raw materials imports (% of merchandise imports),2013,0.985680375
Latin America & the Caribbean (IDA & IBRD countries),Agricultural raw materials exports (% of merchandise exports),2013,1.816385401
Latin America & the Caribbean (IDA & IBRD countries),Gross savings (% of GDP),2013,18.69607647
Latin America & the Caribbean (IDA & IBRD countries),Total natural resources rents (% of GDP),2013,5.508604016
Least developed countries: UN classification,Agricultural raw materials imports (% of merchandise imports),2013,2.378545164
Least developed countries: UN classification,Agricultural raw materials exports (% of merchandise exports),2013,3.371628029
